"target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"IL11",8.85648716354507e-71,7.43881661115189e-68,2.98111836408946,0.167597632026595,6.05769700559694,2.69982676972653,0.00580437433578157,0.0363290750556011,0.00965456572301308,0.0363290750556011
"MFGE8",1.36830316306766e-70,1.10964668238018e-67,1.86789904030381,0.105156982718412,7.59967754997397,1.05998363664769,0.000868898367778295,0.0157180881538822,0.00558043575383933,0.0157180881538822
"CAV1",4.85715937036061e-70,3.80768913573802e-67,1.04353805235878,0.0589845511598251,9.11140441556408,0.329227036451467,0.000106877593852733,0.00306254295019693,0.0051118883194363,0.0051118883194363
"MSTRG.6744",5.4247343086586e-70,4.11544843454945e-67,-1.72533923771105,0.0975567671507463,8.00324332938379,0.899334681139976,0.00903852739076677,-0.00116848291029972,0.00523745683459063,0.00523745683459063
"SLIT3",9.67511584565838e-70,7.11060545181855e-67,1.75851524923442,0.0996165160460546,6.23738760974161,0.93962090485998,0.00581200079038031,0.00907317461335046,0.00879308017487327,0.00907317461335046
"TAGLN",1.19876099456571e-69,8.54317002127162e-67,1.88259670476746,0.106718679122796,6.26877599332443,1.06902905437501,0.00842615830682978,-0.00120372263854519,0.00865715640374179,0.00865715640374179
"COTL1",1.62381050023977e-69,1.12319927484232e-66,1.11655998451676,0.0633560079332726,8.47018651896328,0.378828640196708,0.000175033299777591,0.00584594231208377,0.00504448968690925,0.00584594231208377
"ANKS4B",3.33238005550975e-69,2.2391689755851e-66,-2.5872625013382,0.147146720773534,5.79575118653977,2.03416076417052,0.00687067710866184,0.0256075590429449,0.0112325921785403,0.0256075590429449
"KCNMA1",1.13923923912212e-68,7.44239678490944e-66,3.43350793724991,0.196054257232653,5.80517145665888,3.56461990853159,0.0464886700829123,-0.0115800676027286,0.0111672375856586,0.0111672375856586
"IGFBP4",1.25408626426505e-68,7.97124344945553e-66,1.31103503167346,0.0748838426717091,10.4838435733198,0.52237296415445,4.44474101224154e-05,0.0083669374297995,0.00672393511663172,0.0083669374297995
"MSTRG.20725",2.06095984966221e-68,1.27551720379884e-65,-2.01745844577869,0.115420017512499,6.18836785381424,1.22486212055154,0.0109689937093636,-0.00619331068635726,0.00901367695451474,0.00901367695451474
"SLPI",3.7637402903978e-68,2.26963190127117e-65,-2.74302361665225,0.157239282181884,5.53768723893223,2.28692259868688,0.0104358431393628,0.0266504446522482,0.0132609300693345,0.0266504446522482
"FOSL2",6.18707625046864e-68,3.63769148146304e-65,1.1779683300386,0.0676352795631435,7.74706555819401,0.42177225322208,0.00123809771428336,0.0056236988480935,0.00543500894211139,0.0056236988480935
"RP4-555D20.2",3.29718371722924e-67,1.89129674784872e-64,1.25755886938493,0.0726054016712094,6.97486804785069,0.480762146212814,0.000977468442409776,0.00692984808534671,0.00650822523181412,0.00692984808534671
"MSTRG.14737",1.31257102143943e-66,7.34977268624107e-64,-2.36856393692518,0.137381494984787,6.24488282601351,1.70567694718786,0.00694392340944278,0.0213665893369397,0.0087602512456078,0.0213665893369397
"OSGIN1",1.38203978386618e-66,7.55879340394532e-64,-1.18544001545869,0.0687698095786321,7.34469371524799,0.424811395549517,0.00120270301408217,0.00283603007880591,0.00589122705013982,0.00589122705013982
"GFRA1",2.76230452076106e-66,1.47645176634679e-63,4.83279911581006,0.281014092063104,4.19529950286573,7.10154689205802,0.0416878227036657,0.0767655572034102,0.0326226146701073,0.0767655572034102
"TSPAN13",7.97096251064215e-66,4.16580214056182e-63,-1.3440901608498,0.0784357786904573,6.51207485002223,0.545097931652605,0.00149628608588226,0.00240924329491249,0.00773197098228533,0.00773197098228533
"MSTRG.24312",2.35083312104511e-65,1.20188898566824e-62,1.66501573856036,0.0975223568878185,6.44182062524917,0.837861496121997,0.00628877790575321,0.00143406362659965,0.00797713723367935,0.00797713723367935
"KRT7",3.30472225199227e-65,1.65362676430541e-62,1.16008683794287,0.0680272073039099,8.9667011857636,0.409293682590771,0.000111086384915812,0.00683046501543789,0.00506309062221841,0.00683046501543789
"HGD",1.90188611171756e-64,9.31844949486949e-62,-1.60232230744569,0.0945284074841812,5.99067674861514,0.779871154934118,0.00338801658379015,0.00866213573208606,0.010015413148453,0.010015413148453
"KIRREL3",2.12893963142019e-64,1.02180412758653e-61,2.65204418931091,0.15651759353445,5.17148732710407,2.11225258235637,0.0198242441221359,-0.0170104094483358,0.0169223915065869,0.0169223915065869
"SERPINE2",2.48438783046528e-64,1.16855665993765e-61,1.37994408003266,0.0814848321070495,6.47662846654233,0.574081055250713,0.00210609736101443,0.00140309769593098,0.00785356943425664,0.00785356943425664
"KLF9",3.66984797258229e-64,1.69230361998412e-61,-1.30613135747836,0.0772310021416247,6.65106557357102,0.518742085895117,0.0016500720104234,0.00703536423788029,0.00729686952727606,0.00729686952727606
"NPC1",1.3637388170946e-62,6.16777105777517e-60,1.62458026267397,0.097294059826075,5.75374384466945,0.802782754341022,0.00266734244866778,0.0110882142764192,0.011531858667492,0.011531858667492
"COL4A1",3.79037294446213e-62,1.68192435675208e-59,1.49264264818351,0.0897208653790223,6.25520254720838,0.678054422974113,0.000305545948527763,0.0117692045780132,0.00871543421476047,0.0117692045780132
"MSTRG.17503",2.30129286582629e-61,1.0022556596019e-58,5.59594295472168,0.338570603681452,2.10482429680089,9.40575718041558,0.0119294255475832,0.00230046778470431,0.160015654968251,0.160015654968251
"ETS1",8.49265143222241e-61,3.6314577524183e-58,1.31214974310177,0.0797696248132405,6.51237167848762,0.521828989365151,0.00181381916417186,0.00482106192149943,0.00773097040009586,0.00773097040009586
"MSTRG.14824",9.95859675461839e-61,4.18225497276992e-58,-1.65216225381598,0.1004989773359,6.16933752685387,0.831012087214959,0.00435811870055704,0.0107919479677857,0.00910213338270288,0.0107919479677857
"MSTRG.9104",1.36369329532132e-60,5.6265506876082e-58,-2.6715198774332,0.162693884041023,4.71674621952368,2.16993209066754,0.0164502317354749,0.0195829607786903,0.0232537181210558,0.0232537181210558
"MSTRG.19784",8.31827612701635e-60,3.37291755095122e-57,-2.42563516317219,0.148716664134059,6.09343802502647,1.7916517588746,0.0166096030606704,0.0165653662260732,0.0094712963121665,0.0165653662260732
"SEMA4G",1.43566600623885e-59,5.7227107008009e-57,-1.76915406086337,0.108689917678596,5.78883036035943,0.946044519273659,0.00643922804353989,0.00240163689752621,0.0112810192639302,0.0112810192639302
"TGFBI",1.16353661953821e-58,4.56067570304996e-56,1.51561789911105,0.0938550167164599,8.59304585039237,0.699699801827158,0.000194882611492704,0.0130182636327778,0.00502784851056684,0.0130182636327778
"MTUS1",2.05877578535309e-57,7.93742441310393e-55,-1.69757137503793,0.106295691157154,5.81556922718678,0.875796933598347,0.00585230389203526,0.00823814810033917,0.0110958570458303,0.0110958570458303
"ALX4",3.7306048859361e-57,1.41510267270073e-54,2.78899789742219,0.175043687968994,4.43565553091725,2.35303148450914,0.0179961289909735,0.00635224971092246,0.0279643100557065,0.0279643100557065
"HERC4",5.89846658599204e-56,2.2019069391962e-53,1.37439601812343,0.0872099605412575,8.03704638401695,0.575816017051195,0.00292713056889412,0.00848123525751742,0.0052163999792552,0.00848123525751742
"STEAP1",8.84245447563513e-56,3.24932569309355e-53,-1.38978545628882,0.0883300046756474,6.09211448324437,0.580610273366337,0.00222531174347351,-0.000776325477519826,0.00947797284552632,0.00947797284552632
"LGALS2",4.55758360043746e-55,1.64900386330905e-52,-3.24010996575353,0.207302474911299,4.46734573206807,3.20106295637781,0.0208218162956097,0.043639657860915,0.0274023372288417,0.043639657860915
"ERGIC1",1.44622624978316e-53,5.153386203394e-51,1.04437144079,0.0677811239118087,6.89855704503569,0.330567742167892,0.000221859828995361,0.00397092800420098,0.00666956130912658,0.00666956130912658
"EPHB2",3.11206909847039e-52,1.09238270235562e-49,1.73973395782518,0.114393208152471,6.58949576853057,0.915979033953995,0.0121472960488251,-0.00217634511010916,0.00748141305829681,0.00748141305829681
"EFEMP1",3.65785765519202e-52,1.26508082845303e-49,3.48890238028202,0.229566516413332,4.19579661990032,3.71497288829104,0.0159971779906238,0.0630540001966054,0.0326120933410326,0.0630540001966054
"FLRT3",5.79343103711296e-52,1.97463639320033e-49,-2.10658374971567,0.138886843410516,6.3054592185851,1.35445599469689,0.0139697403826668,0.014964592526139,0.00850339533637054,0.014964592526139
"LAMA3",6.39147234985761e-52,2.14735209605645e-49,2.48096324735131,0.163639236814981,4.97165923153937,1.87868695020285,0.017928507808286,0.0222381919297982,0.0194720742751603,0.0222381919297982
